id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
10,1.206014216,-0.883519267,1.021299305,-1.410046825,-0.341590727,0.101490928,0.036318183,-0.141480335,-0.348832472,1.499437497,-0.020663274,0.270369735,-0.449711041,0.652047585,0.21755349,0.485169456,0.528776754,0.996338124,-0.407218557,-0.566847649,-0.106932275,0.252150942,0.004349589,1.065933257,0.3300998,-0.289690733,-0.188490496,-0.060815003,4741.71,0
11,0.409313504,-0.24506303,0.152566474,-0.671316186,1.87409079,2.139538755,0.608736251,-0.026861674,0.185819355,0.738974027,-0.774818309,0.430676316,-0.015288919,0.919363762,1.080267683,0.390025732,0.210613829,0.575222209,0.369329031,-0.034850042,-0.083221922,0.180020852,-0.014540229,2.212669963,-1.28026144,-1.216545822,-0.188928824,-0.231607762,14574.34,0
12,1.033525323,-0.901634474,0.676979519,-1.319313114,-0.2159996,0.02472547,0.222964783,-0.203209681,-0.501905349,1.304234288,-0.475219251,0.47432661,1.297899348,0.546119116,0.819410773,0.064728758,0.779630298,-0.14742382,-0.82558498,-0.2687627,-0.197417102,-0.472722068,0.062429736,0.832732304,0.18010165,-0.853823466,-0.207514113,0.002435652,21696.89,0
13,0.886031292,-0.349039462,0.960931008,0.333001166,0.186378913,0.664915858,0.400542231,-0.126042237,0.366588618,0.81328271,-1.162663778,0.847887754,0.065365556,0.610802131,-0.721222656,0.351359621,0.482627557,-0.208334487,-1.106389229,-0.321072643,-0.118027104,0.025737568,-0.095726959,0.240107015,0.833119762,0.248659867,-0.213189512,-0.048630409,12157.97,0
14,-0.5715441,-0.559877363,1.609161136,0.045297299,0.201711532,0.916651073,0.298916287,-0.549311394,1.003897203,1.198009314,-0.171748076,1.272551555,0.453695707,0.375795192,0.425642269,0.297392648,0.391061613,0.926942977,1.516314985,-1.881388449,0.336079212,0.164590739,1.06887787,0.091185173,-0.45640495,-0.549904015,-0.41974243,-0.173067278,508.29,0
15,-0.086617762,-0.330395032,1.99968758,-1.471096102,-0.125745307,0.431216029,0.245434696,-0.151661493,0.249682672,0.965107954,-1.179332592,0.229300933,1.138837405,0.258969794,1.314543405,1.964326851,0.353964227,0.067324577,0.147604021,0.103227982,0.092246648,1.303174162,-0.279238128,-0.085705134,-0.147291495,-0.188378808,-0.437041513,0.212409822,23472.79,0
16,0.913001365,-0.458442037,1.290940391,-0.114322881,-0.000387035,0.637718407,0.251780189,-0.109118569,1.023578627,0.490541025,-0.910983049,1.422503337,0.796157378,0.480842778,0.363133892,0.326548551,0.43762815,-0.024795429,-0.726528311,-0.280308495,-0.113088249,0.139784657,-0.009802868,0.238163513,0.519795508,-0.92478178,-0.129882813,-0.010544765,6685.98,0
17,0.021273385,-0.15291905,1.029029283,-1.0103027,0.667717841,0.402170396,0.707260387,-0.132463884,0.131919279,0.324208149,-0.42331366,0.811655212,0.333984464,0.557729101,-0.243881185,1.400495817,0.181350601,0.840119301,-0.192337976,-0.211261164,-0.182220322,-0.634567614,-0.180928177,-1.464908223,-0.628655596,-0.098764147,-0.145382347,0.216341054,15493.04,0
18,-0.969198295,-2.827526454,1.226430511,0.035208368,1.959439485,-0.62695015,0.004370349,-0.115715884,1.372241713,0.756129259,-0.13968832,1.458654193,-0.195908117,0.476479735,-0.594371143,0.795539551,0.231984747,0.366888056,-0.572950411,-2.586351258,-0.310582259,0.919195843,2.745323618,0.11780446,-0.84473692,-1.570235691,0.244188431,2.17839141,15927.38,0
19,1.245429798,-0.825264166,0.718642782,-1.450895783,-0.234676441,0.044769828,0.119990452,-0.16445264,-0.455401841,1.507006158,-0.071100875,0.287253221,-0.350115477,0.730100262,-0.091672138,0.369550252,0.547527981,0.732278274,-0.167732489,-0.567572589,-0.175199376,-0.201882846,0.016822345,0.627901145,0.466895708,-0.512113132,-0.212259814,-0.081732296,2943.42,0
20,0.608594924,-0.958162625,1.105914644,-0.278201266,-0.135043114,1.174673542,0.172057506,-0.049052148,0.244392028,0.868997842,-0.095758104,1.839488922,0.504477846,0.521790252,-0.868016961,-0.352991254,0.629114817,0.792814393,-1.410530506,-0.305632753,-0.223727231,-0.548897751,-0.075119252,-0.515753853,0.033400771,-1.029816019,-0.137284886,0.053353478,940.72,0
21,0.802894524,-0.335872966,0.401030993,0.153037626,0.778777581,1.368012038,0.470729727,-0.030872678,-0.118307357,0.952325897,0.168817994,0.915853008,-0.884671325,1.388161268,0.800746734,0.155443466,0.584733942,-0.518946959,-2.129012273,-0.442417297,-0.045881173,0.337670455,-0.072733763,-2.174566895,0.564637557,0.456333968,-0.219078441,-0.135445674,20114.14,0
22,0.964356085,-0.280624042,0.445898652,0.199635131,0.434008019,0.526906556,0.519593648,-0.120961878,-0.025030845,1.063112616,-0.216833992,0.331911545,-2.095462754,1.512120844,-0.041057041,0.758509793,0.30402781,0.253377682,-0.949756325,-0.48222971,-0.095700941,-0.099752877,-0.128189185,-0.629825298,0.927646421,0.258482261,-0.283666697,-0.127734496,23752.06,0
23,0.330151791,-0.352302489,1.225774922,-0.670625621,-0.169449178,0.389188407,0.154344493,-0.492254975,1.628422502,0.294222134,-1.011275471,1.017737836,-0.387499352,0.746594412,1.925821488,-0.150792165,0.740099008,0.635738391,1.484245522,-0.402218622,0.516469037,0.14399708,-0.20913951,0.897616929,1.305701237,-0.530140306,0.172070681,0.504163424,9493.6,0
24,-0.400808102,-0.460026153,0.30921904,-1.180646205,1.885939926,1.97166861,0.411704887,0.05019639,0.525159202,0.871730271,-0.657310431,0.488909343,0.121719741,0.720082707,1.42650683,0.881622336,0.170008154,0.345867082,0.193248494,-0.387292187,-0.342651427,-0.741124996,0.901719026,2.180526728,0.447155184,0.348212864,0.677287356,-0.064812735,12142.95,0
25,-0.428662013,-0.486576885,1.335369662,-0.445397447,0.374992177,-0.104684648,0.63861974,-0.175984143,0.80356235,0.664017711,-1.231270573,0.508367658,-0.594976581,0.563240756,-0.272542339,0.282101046,0.444203,0.030756159,0.207159401,-0.566282629,-0.268654159,-0.248598289,0.760981263,0.844933134,0.326500411,0.613008566,0.202285684,0.486726865,6152.06,0
26,0.96981977,-0.327821707,0.620580817,-0.16884718,0.188500068,-0.07723298,0.568530946,-0.225048737,0.352322941,0.578895779,-0.697334906,1.468731798,1.58661533,0.758006792,0.864835318,0.456716451,0.288345833,0.119669709,-0.55858653,-0.134504823,-0.076414035,0.169936398,-0.174607936,0.923435586,1.138395688,-0.807537984,-0.219081042,-0.027484981,12276.67,0
27,1.095336592,-0.505013419,0.706600603,-0.377970537,-0.031331008,-0.023857973,0.346770808,-0.201777645,-0.063383091,1.032537104,-1.056683134,0.547978759,0.444595523,0.799295584,0.891190015,-0.136809534,0.372485174,1.404626588,-1.352772276,-0.711488579,-0.219092254,-0.333443419,-0.061866558,0.735650688,0.852656489,-0.662075128,-0.189088126,-0.03043106,13658.07,0
28,0.029627098,-0.156969238,1.686544537,-0.051447908,0.256392797,0.359752273,0.72126751,-0.159080036,0.168198531,0.461109993,-0.614175435,1.266343703,0.722861137,0.656476758,0.041167322,-0.153846554,0.736858017,-0.191307985,0.238081994,-0.063884634,-0.07234093,0.391042024,-0.062661956,1.382419098,-0.379040952,-0.655254025,-0.021581571,0.268531677,23323.5,0
29,0.878131683,-0.505463944,1.289971537,-0.150264339,-0.015832845,0.795321326,0.201787964,-0.059547393,0.962690007,0.57117738,-0.083407284,1.497604182,-0.478538792,0.680452704,-0.279922543,0.468260199,0.379545568,0.344741726,-0.457312136,-0.346909324,-0.097713808,0.156576389,-0.009133156,0.042587121,0.402533641,-0.958306689,-0.143296955,-0.041554728,11920.94,0
30,1.022980408,-0.423938077,0.67501341,-0.305697786,0.122292765,0.184073356,0.435254674,-0.182498075,0.77815462,0.513927724,-1.292665267,1.019672018,0.431587804,0.623416664,-0.27960966,0.355875252,0.403254091,-0.043886645,0.078638823,-0.231167743,-0.203127144,-0.513715547,-0.068465768,0.189860786,0.766053681,0.642996819,-0.263604911,-0.071494476,20901.22,0
31,0.921667748,-0.415696525,0.74210988,-0.09823488,0.142936642,0.469865098,0.393308047,-0.109295241,0.623019773,0.63396439,-0.047779551,1.110653115,-1.459803625,1.027570342,-0.73972785,0.188382522,0.49461441,0.078865282,-0.340622145,-0.447156309,-0.124625726,-0.047436061,-0.055579733,0.426812205,0.861883282,-0.809177724,-0.204464661,-0.089348732,8010.4,0
32,-0.012136524,-0.166435813,1.356103611,-0.559351965,0.42744669,0.532976993,0.708787159,-0.112199084,0.330178931,0.41085352,-0.159349888,1.332665083,-0.509111722,0.757752676,-1.517353531,0.306951089,0.344833513,0.075869992,-0.956099196,-0.464520086,-0.084408932,0.151241732,-0.209333065,0.038925409,0.077374209,-1.381404227,-0.320189388,-0.043762458,13578.11,0
33,-0.012136524,-0.166435813,1.356103611,-0.559351965,0.42744669,0.532976993,0.708787159,-0.112199084,0.330178931,0.41085352,-0.159349888,1.332665083,-0.509111722,0.757752676,-1.517353531,0.306951089,0.344833513,0.075869992,-0.956099196,-0.464520086,-0.084408932,0.151241732,-0.209333065,0.038925409,0.077374209,-1.381404227,-0.320189388,-0.043762458,14494.3,0
34,-0.014058241,-0.169029299,1.359263824,-0.558402429,0.436206161,0.525498828,0.701019674,-0.111348933,0.330769836,0.411639282,-0.159654994,1.334544862,-0.509190457,0.758485439,-1.517545918,0.306161439,0.345092141,0.076058288,-0.956445135,-0.457069365,-0.083380719,0.149756069,-0.210874438,0.038396156,0.076225989,-1.382957728,-0.325739917,-0.038637039,10768.39,0
35,-0.014058241,-0.169029299,1.359263824,-0.558402429,0.436206161,0.525498828,0.701019674,-0.111348933,0.330769836,0.411639282,-0.159654994,1.334544862,-0.509190457,0.758485439,-1.517545918,0.306161439,0.345092141,0.076058288,-0.956445135,-0.457069365,-0.083380719,0.149756069,-0.210874438,0.038396156,0.076225989,-1.382957728,-0.325739917,-0.038637039,6884.95,0
36,0.094935393,-0.289710347,1.65771409,-0.507877628,0.249269647,0.112751225,0.744592694,-0.207554529,0.580439163,0.440947217,-1.194234341,0.506691829,-0.569133692,0.560311754,-0.402903157,0.235658174,0.430649977,0.022296349,0.084206909,-0.116308167,-0.182140042,-0.343786527,-0.102513555,0.832631856,-0.134420903,0.452227322,-0.431026895,-0.593572306,23254.5,0
37,-0.284236256,0.090575291,0.815783986,-0.153535665,0.093066788,0.614927812,0.349052346,0.108924722,0.16101967,0.6185949,-0.19908324,1.599679152,-0.19747187,1.212791298,-0.592143475,0.06750487,0.709093834,0.241285923,0.58325666,-0.154086753,-0.070335786,0.263573646,-0.09342064,0.07705122,-0.156240229,-0.569615783,-0.062379532,0.191090747,1319.01,0
38,0.828906718,-0.486963426,0.774816795,-0.326807016,0.307282577,1.097382164,0.337606743,-0.058035994,0.709768887,0.438346651,-0.245585237,1.785018231,0.475490102,0.681713561,0.907961753,-0.239463384,0.987897398,-0.892894075,-1.569101764,-0.373443174,-0.133951676,0.057855313,0.142256381,-0.971890037,0.095419207,0.816596928,-0.179530748,-0.087769777,21452.7,0
39,0.919152691,-0.387996039,0.756449168,-0.10179343,0.181593487,0.487171836,0.422190844,-0.125666111,0.505483147,0.61760012,0.037574123,1.824766509,-0.181259339,0.862289957,-0.870317292,0.162218357,0.470019849,-0.001561072,-0.348547763,-0.359519274,-0.118362877,0.045563672,-0.072421429,0.496252974,0.932821346,-0.820474273,-0.195543633,-0.08202802,6216.65,0
40,1.032731922,-0.669436736,0.203921965,-1.167525257,0.942577678,2.31169539,0.11758469,0.07777679,1.074196003,0.475724789,-0.915364857,0.775681683,0.059407307,0.590598958,0.372484811,0.676626755,0.28817582,0.397223057,0.262883074,-0.063332118,-0.10572362,-0.034598863,-0.153713786,2.497014111,0.751080763,2.317872564,-0.292292105,-0.087798645,10890.5,0
41,-0.414503985,0.2092335,0.546672977,-0.159677632,-0.024762207,0.579037733,0.243042241,0.219901859,0.171538479,0.655176441,-0.256913514,1.798772382,-0.13441534,1.413552737,-0.61699285,0.109516736,0.777740874,0.255380335,0.556022903,-0.133624755,-0.065315234,0.234013147,-0.012561698,0.066097178,-0.028330424,-0.55136209,-0.087561828,0.184887895,5521.22,0
42,-0.039055478,-0.119493731,1.698424592,-0.13413493,0.429414351,0.543654191,0.769648598,-0.191906313,0.354074537,0.663566571,-0.864809876,0.908796307,0.566795557,0.524942038,0.222923167,-0.134043541,0.624725792,-0.124143447,0.410675289,0.094112642,-0.138418188,0.198967101,-0.287274007,0.26686929,0.200584397,-0.503810427,-0.128102057,-0.180055771,19443.16,0
43,-0.143111547,-0.387434407,2.728966855,-1.220654846,0.141048025,0.48264536,0.337109571,-0.059137981,0.470633524,0.287093939,0.117375607,1.440678693,0.499353116,0.584466797,0.480628383,1.112629771,0.207427071,0.558834361,-1.327349429,-0.168552819,0.054454519,1.001918504,-0.182383867,0.627258307,-0.498396907,1.545984724,-0.184057458,0.12687641,21846.55,0
44,-0.089753109,-0.401582852,2.621198203,-1.748289873,-0.048407886,0.319371765,0.299817715,-0.119084589,0.031731488,0.582020937,-1.091994525,0.344959846,1.474506306,0.268157005,0.72773174,2.251395529,0.302938382,-0.006361932,-0.472695444,0.198640773,0.066829408,1.205216455,-0.423277054,0.220809187,0.71792701,-0.196917367,0.14967038,0.227378952,8569.61,0
45,0.941299512,-0.42531629,0.840151126,-0.263633961,0.085561832,0.234816117,0.428281392,-0.168785687,0.68908325,0.489786791,-0.608336636,1.631792228,0.832395051,0.606053307,-0.127253543,0.109024702,0.576574827,-0.375951854,-0.45363519,-0.243548559,-0.169709536,-0.266364713,0.036601023,0.96942831,0.514233577,0.613029095,-0.2406709,-0.058746489,3646.68,0
46,0.076690475,-0.298464646,1.276810046,-1.651221408,0.287452963,0.405631753,0.583725891,-0.13078218,1.048549516,0.096076236,-1.222597722,0.652820569,0.016478914,0.787401922,2.534289098,0.228408772,0.342591764,0.359874195,0.294065782,-0.197382901,-0.129341663,-0.152762865,-0.180599026,-1.328990722,-0.084970557,-2.181662208,-0.084305099,0.05189852,23818.48,0
47,0.305085457,-0.282081874,1.37818357,-0.379814624,0.032759376,0.156327043,0.40730686,-0.350173508,0.664828616,0.412418679,-0.957381532,1.162073863,0.168371288,0.621035146,-0.655887362,0.212077486,0.518586007,-0.061256582,-0.234471014,-0.393135192,0.17545162,-0.199018285,-0.190193579,1.689781882,1.301965928,0.953904116,-0.070143301,0.428954201,22160.2,0
48,1.150615395,-0.733855686,0.926123422,-1.091021643,-0.098710356,0.672449245,0.092341109,-0.140517146,0.320482763,0.873183688,-1.94487591,0.643568561,2.144317752,0.374166104,1.788346789,0.313308845,0.180549805,2.131880322,-0.804081418,-0.446316362,-0.196149379,-0.155536572,-0.155267937,-1.527784959,0.213628203,2.315164992,-0.237215469,-0.051973006,20406.95,0
49,-0.180214611,-0.00712964,1.149290064,-0.13087696,0.254389036,0.502208813,0.62640926,-0.097072459,0.404253261,0.725045017,-0.972062766,1.07646816,0.640960621,0.641320365,0.142399867,-0.095426742,0.679013124,-0.113499193,0.357492917,0.074796024,-0.126239023,0.252399238,-0.154111554,0.258953245,-0.129013951,-0.611020529,-0.098993406,-0.121779989,16577.16,0
50,0.991295141,-0.400855255,0.985472766,-0.215910516,-0.015144524,-0.057482909,0.419189643,-0.198931907,0.746544937,0.498121481,-0.666292286,1.858986914,1.183266421,0.505920753,-0.64522682,0.164775194,0.513878729,-0.168521857,-0.231931018,-0.237631843,-0.120281679,0.142123343,-0.057131657,2.252878113,0.851725774,0.872866391,-0.24450505,-0.056746672,16184.13,0
51,-0.163454619,-0.808236141,0.459028388,0.608147938,-1.277335592,2.948937957,2.808955361,-0.56881436,0.334569594,0.504792926,-0.521316143,0.576710105,-0.743603412,0.535281499,-0.983814122,0.826099929,0.471725071,0.968453393,0.746615852,-0.165030224,0.424109957,-0.384523723,1.012096163,0.074139888,0.872055541,0.734322092,0.895644601,-0.282951324,4907.58,0
52,-0.209898451,-0.082173928,1.405646119,-0.26844173,0.213894216,0.545267465,0.52836208,-0.176907933,0.388617686,0.917244465,-0.355198889,0.555963141,-0.277484625,0.82238382,3.068075949,-0.07229188,0.773512627,-0.28476475,0.488891033,-0.287197841,-0.093380948,-0.152495827,0.194905231,0.206255162,-1.548765571,0.513045524,-1.045149005,0.466804899,23353.66,0
53,0.906845112,-0.484693637,1.398199361,-0.04336943,-0.094359654,0.517495,0.213538448,-0.086267651,1.185574249,0.536899323,-0.954187352,0.59843978,-1.282558409,0.668747659,0.545672108,0.346329636,0.512150473,0.039819514,-0.874852049,-0.448419479,-0.116559904,0.043288594,0.067378445,0.765518919,0.329424333,-0.914388757,-0.143812587,-0.017368526,5152.42,0
54,1.072187625,-0.33168148,0.515360048,-0.381671477,0.211411213,0.016575889,0.458459292,-0.190143062,0.538605802,0.485566551,-0.985443245,0.647882583,0.386153963,0.546513793,1.351773168,0.929239263,0.3776644,0.239015443,-0.210277508,-0.230788454,-0.235337819,-0.849769663,0.041097236,-0.320497761,0.390687425,0.300843511,-0.264764493,-0.039187452,5862.33,0
55,0.281973127,-0.166797799,1.058782209,0.056441381,0.309113411,0.538976903,0.644828671,-0.159040271,0.271588028,0.612323225,-0.948645472,1.115543961,0.843000104,0.676405146,0.35556585,-0.183107682,0.728991398,-0.069002226,0.83309251,-0.071459014,-0.056847897,0.62263508,0.099841251,0.262631169,-1.79491935,-0.72108016,0.16034568,0.516549332,8094.84,0
56,-0.020577047,-0.372515405,0.97187603,-1.025300699,0.26715399,0.14476134,0.878490512,-0.198006512,0.659838305,0.134777004,-0.665983841,1.440878853,0.92616191,0.78317561,1.380784874,-0.320372918,0.722217678,0.017565866,1.032887551,0.222284997,-0.019063682,0.633290177,-0.029558276,0.324700214,0.32055627,-1.078093276,-0.064859316,0.236707581,6685.2,0
57,-0.253128167,-0.355593107,0.402288609,-0.995308639,2.121933167,2.093083763,0.412930648,0.060015484,0.484151108,0.530292093,-1.155631835,0.606086663,-0.288219002,0.679779173,-0.798230132,0.484279827,0.218629377,0.306684589,-0.346859149,-0.280272261,-0.164328097,-0.323212583,-0.394375693,2.256754443,0.502397699,-1.265481669,-0.050434988,0.451759614,15846.22,0
58,0.919001355,-0.416906392,0.689841525,-0.113752374,0.189508811,0.544660083,0.405788653,-0.112590442,0.588777366,0.626494848,-0.093462991,1.272746948,-0.965795169,0.959652455,-0.770766072,0.207152102,0.460183165,0.087140986,-0.278136082,-0.390565942,-0.125752517,-0.053718048,-0.094799979,0.045247554,0.928902437,-0.782679923,-0.203503279,-0.088159753,22431.5,0
59,0.954305566,-0.356269053,0.677523198,-0.378380638,0.1722482,0.24605226,0.405575237,-0.138214213,0.344593993,0.531909594,0.297659845,1.639342145,0.269758896,0.664423958,0.685901841,0.679081308,0.470972239,0.116080569,-0.517058106,-0.265477288,-0.181571824,-0.53668584,0.149768841,0.404145011,0.061674599,0.225551933,-0.248790282,-0.05256029,4087.1,0
60,0.820959121,-0.515230928,0.277663824,-0.446358483,0.379527515,0.34196114,0.655561639,-0.198966327,0.351849169,0.519838579,-1.046338562,0.935627056,0.900173901,0.925141033,1.2074908,0.448378512,0.345698877,-0.261135917,-0.204936223,0.10328208,-0.227987418,-1.084437061,-0.101934479,-1.236954409,0.389525536,0.457150008,-0.32230945,-0.034180158,10243.65,0
61,0.941659398,-0.890154663,1.405924066,-0.790910003,-0.365897719,0.335082488,0.064207641,-0.12867396,0.577759643,0.830425482,-1.263773603,0.507154384,0.225576797,0.432880388,0.91037438,0.034103005,0.415037902,1.692025911,-1.107024214,-0.473950241,-0.166432456,-0.071093738,-0.043729668,0.920644575,-0.131776954,2.22503856,-0.247630272,0.000361923,3461.58,0
62,0.947152205,-0.257806498,0.572351116,0.299791228,0.218240839,-0.158537323,0.633538644,-0.206376189,0.018963999,0.970731783,-0.909969618,0.274871516,-1.269070606,1.228704638,0.322426094,0.662236729,0.351438081,0.050407165,-1.133451397,-0.36048962,-0.098743596,-0.152089541,-0.100840481,1.493424254,0.980799144,0.125440801,-0.297847053,-0.060819266,5283.12,0
63,0.093590071,-0.31319308,0.508780027,-1.209916405,1.533556965,2.331524287,0.548167963,0.005455077,0.503954758,0.489958781,-0.944296741,0.519065316,-0.20374199,0.564890075,-0.231041855,0.395940301,0.277975508,0.2230992,0.420224042,-0.053379863,-0.208064152,-0.587128713,-0.180741038,2.296282143,0.113228686,0.687635652,-0.549043047,-0.642988691,13296.95,0
64,-0.009585935,-0.125836014,0.616502592,-0.050836797,0.008649285,0.674608911,1.107005349,-0.240739708,0.226753239,0.841929327,-0.585998418,1.075887122,1.520868623,0.712752638,2.060616529,0.006800449,0.526201512,0.074080489,0.534904174,-0.176337546,-0.034679418,0.94700157,0.047081779,0.345665131,-1.789760862,-0.718529734,0.148320129,0.663980833,19352.38,0
65,-0.132403313,-0.398758811,1.831836773,-0.728478761,0.737656128,1.470803362,0.519697345,-0.000518408,0.46294093,0.403959501,0.001568644,0.477581456,-2.524425136,0.933790033,0.350349596,-0.141835839,0.817281956,-0.469338734,-0.792371175,-0.2884059,-0.136056553,-0.058599821,-0.171847283,-2.192567848,-0.123417544,0.894529575,-0.357031054,-0.561669721,5334.31,0
66,-0.0745026,-0.276589204,1.773529492,-0.361974278,0.633982563,0.411441778,1.079636792,-0.325419408,0.648321662,0.717387198,-1.449006375,0.413656977,-0.090364508,0.357645725,-0.43374331,0.133109354,0.290343889,0.156420022,0.149820675,-0.053738973,-0.192593545,-0.059442098,-0.449523552,-0.206330753,0.474016865,-1.076991876,-0.922837026,-1.249658044,11204.71,0
67,-0.147020883,-0.361823508,2.971481475,0.362088115,0.311792392,0.460337962,0.480064363,-0.220749173,0.421049764,1.128695266,-0.972593731,0.5031553,0.159503881,0.302323474,0.046101365,0.389858834,0.385391587,0.258735799,-0.025815877,-0.220694696,-0.136926119,0.350874446,0.189237423,1.550137672,-1.029926944,-0.134407023,-0.576351169,-0.760841265,9567.3,0
68,0.77601956,-0.558401518,0.679093875,-0.390576278,0.354203399,1.345412803,0.297538214,-0.008312935,0.6363187,0.506874883,0.260011159,1.947928492,-0.414081476,0.887621384,0.19808789,-0.129190763,0.837295555,-0.657760471,-1.173006193,-0.354587489,-0.119493365,0.030339066,0.074691721,-1.622700631,0.05485747,0.823924411,-0.196323455,-0.114532938,3837.2,0
69,-0.395634584,-0.76325657,2.266155459,0.11560015,0.428740075,0.252963938,0.609414046,-0.274598559,0.140041829,1.359270687,-0.961307383,0.146059344,-0.333324217,0.340671647,0.34343059,0.483902218,0.572731793,-0.241246292,1.273423813,-0.547776656,-0.388138418,-0.724404239,1.142256677,1.106269148,-0.6618942,5.04714761,-0.843534044,-1.061728455,7004.62,0
70,0.836815739,-0.469068647,0.656173815,-0.100322582,0.180989855,0.564010185,0.435969058,-0.119014477,0.558463684,0.611958732,-0.073853771,1.426759673,-0.67139069,0.930819162,-0.792474619,0.204849846,0.45513787,0.075302996,-0.294231183,-0.256986713,-0.111328682,-0.060391569,-0.1452537,0.089386633,0.911551026,-0.801368861,-0.213331174,-0.063650642,17744.02,0
71,0.043137634,-0.209141244,0.422784257,-0.541403037,1.653077301,2.359045717,0.453511104,0.080125873,0.262135657,0.60119761,-1.043482282,0.545323599,-0.143136213,0.780647879,0.135953851,0.15559498,0.394614475,0.470638047,0.948125593,0.155153844,-0.14663525,-0.185796936,-0.218332682,2.254352864,0.154266535,-0.555055245,0.269617497,0.38933408,9417.64,0
72,0.990040339,-0.365606944,0.751821151,-0.345803129,0.120331551,0.029780167,0.460699232,-0.181757975,0.463651726,0.552623828,-0.432302046,1.15225648,0.522226493,0.858865094,1.341798478,0.352976453,0.443195434,-0.271129578,-0.740509109,-0.287634401,-0.163852082,-0.37800798,0.124988139,0.880214269,0.264739349,0.417353665,-0.256472086,-0.061441312,14727.17,0
